Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,234315.4605
Chile,CHL,GDP per capita (current US$),NY.GDP.PCAP.CD,504.8011378,554.4846173,638.2507821,654.8271223,677.8829058,669.9985136,771.9834088,751.9831168,755.1056678,867.5262669,929.3139241,1090.114452,1168.351259,1633.344901,1547.866131,716.4053897,957.1541542,1272.841417,1435.652316,1928.79145,2531.573261,2965.37426,2144.915565,1699.656589,1615.320908,1436.176916,1509.532606,1750.632095,2015.749007,2276.376909,2481.766875,2789.776373,3335.026633,3521.675508,4011.662311,5094.548284,5376.105965,5788.859948,5467.54118,4981.158471,5097.114937,4606.878472,4479.153372,4824.203098,6185.506335,7561.830548,9418.062718,10461.36542,10783.17156,10182.86047,12767.78121,14628.57246,15406.49294,15833.2752,14666.34353,13569.9478,13785.68833,15045.52768,15795.70846,14631.94688,13094.45953,16265.09598,
China,CHN,GDP per capita (current US$),NY.GDP.PCAP.CD,89.52054151,75.80583793,70.90941167,74.31364345,85.49855516,98.48677775,104.3245662,96.58953194,91.47271831,100.1299033,113.1629916,118.6545778,131.8835612,157.0903743,160.1400937,178.3418196,165.4055404,185.4228329,156.3963885,183.9831522,194.8047222,197.0714745,203.3349195,225.4319289,250.713969,294.4588485,281.9281209,251.811957,283.5376952,310.8819124,317.884673,333.1421454,366.4606923,377.3898395,473.4922787,609.6566792,709.4137551,781.7441643,828.5804793,873.2870617,959.3724836,1053.108243,1148.50829,1288.643252,1508.668098,1753.417829,2099.229435,2693.970063,3468.304602,3832.236432,4550.453108,5614.352135,6300.615118,7020.338485,7636.116601,8016.431435,8094.363367,8816.986905,9905.342004,10143.8382,10408.66976,12556.33312,
Cote d'Ivoire,CIV,GDP per capita (current US$),NY.GDP.PCAP.CD,147.2778347,160.6527183,161.3902015,183.1001207,213.1415946,204.7170878,219.2378642,222.9755482,253.7137331,259.0526277,265.7403937,277.0003677,309.2651418,400.874494,468.8025651,568.1135081,652.7027923,844.8155797,1025.933472,1143.38608,1225.415254,978.0745969,845.6648561,736.7106855,711.0852016,700.2807656,888.3413847,945.9985072,928.641785,851.2133938,906.4114731,848.2820541,868.7255442,829.4824167,602.3319653,769.2557235,1220.121516,1176.851911,1237.131364,1154.479067,986.7773209,974.779976,1020.95053,1173.063935,1267.764901,1267.087222,1303.565029,1451.232587,1683.337661,1638.804766,1654.177832,1701.704734,1649.301739,1903.054321,2124.019559,1941.566336,1980.878142,2076.148,2275.49595,2238.811005,2288.119498,2549.041297,
Cameroon,CMR,GDP per capita (current US$),NY.GDP.PCAP.CD,120.0181942,125.5255869,130.8952749,132.3480876,139.7805817,143.0704876,145.9989678,156.6797947,170.7455914,175.0732996,178.4061905,186.6419008,220.0248316,271.6785226,299.8618629,386.2209432,381.4265924,435.3905397,581.8906039,718.0314824,783.4099785,748.7712688,730.7687906,743.474139,768.9839227,871.5410468,1172.490261,1250.697446,1137.225254,993.0873564,1077.333497,1005.304395,995.3144963,1295.916368,692.8587285,822.3632555,817.1841421,773.9271096,789.2742585,786.8459508,700.1632136,706.9842108,780.2705836,976.5193473,1119.98093,1129.3579,1177.968662,1311.003014,1476.009215,1445.86032,1383.813759,1497.926667,1433.724035,1559.139125,1631.714084,1399.675331,1426.065517,1479.862349,1594.05999,1538.687947,1539.130559,1666.932734,
"Congo, Dem. Rep.",COD,GDP per capita (current US$),NY.GDP.PCAP.CD,219.9058268,196.9432097,234.9758604,376.146484,169.8437994,231.8983207,252.6321687,183.1985782,205.5312964,256.9781628,242.0479127,270.1097535,290.2079688,360.1296474,427.5117054,444.0840558,407.8874106,508.9127897,614.5296045,581.730373,538.9605275,456.6217541,483.7719772,379.474099,262.9775139,233.6048929,255.1720563,234.2104132,262.5566318,259.056194,259.8055972,259.0122345,214.6284064,270.4906033,140.2096824,130.3762561,130.8164965,135.8889305,135.4774002,99.75725083,392.6263338,148.4471235,168.9448053,167.9815754,187.856781,211.5726332,247.5419489,277.6120796,317.8892146,290.1556869,324.827711,376.3749811,412.7762682,444.864361,472.266227,482.0645483,456.0279312,451.0890984,546.2125939,575.8827908,524.6666754,577.2092152,
"Congo, Rep.",COG,GDP per capita (current US$),NY.GDP.PCAP.CD,124.7823587,139.9957535,149.7024671,150.7381681,158.1355932,164.2505324,177.6110946,185.7116481,190.8986635,195.5006503,196.8238117,223.6753159,276.4939418,353.7525806,370.4183027,472.0820704,453.0691998,448.5010855,502.9580189,670.3599147,932.5085442,1065.741618,1130.258494,1074.505323,1095.837852,1047.66784,870.2999745,1049.847829,981.8936516,1030.362504,1173.264436,1110.972105,1163.534936,1034.753192,662.8773345,771.6139458,902.0457459,807.8918989,663.7287033,780.5897051,1029.960689,859.4400043,910.8697462,1023.088542,1314.41136,1810.588815,2116.869044,2219.91239,2848.653425,2283.949984,2962.762254,3415.062563,3753.861207,3719.651217,3622.530293,2347.818499,1970.250249,2088.500117,2512.383979,2288.808138,1838.448139,2290.382891,
Colombia,COL,GDP per capita (current US$),NY.GDP.PCAP.CD,256.9628473,280.5791374,296.8941489,280.9934943,336.7220688,315.2123295,288.5758901,301.1363825,299.9226051,316.3050073,344.3325998,365.3459511,395.9876223,460.6007113,540.2261889,559.6814415,641.5507204,796.5561923,930.4062021,1092.304564,1275.996593,1358.485452,1421.921688,1381.120048,1333.370911,1189.869126,1166.300797,1188.551777,1254.531546,1238.603367,1467.547436,1477.958576,1721.29168,1919.610386,2314.844417,2571.782586,2652.287331,2860.121815,2594.419825,2233.668135,2547.143528,2465.285852,2421.587055,2305.083058,2811.197871,3448.980365,3778.52666,4760.98121,5527.449953,5244.353266,6394.198705,7392.452361,8101.829092,8264.126896,8164.714495,6228.426299,5938.463856,6450.319585,6782.03792,6438.060183,5307.215228,6104.136709,
Comoros,COM,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,646.3604275,580.9411268,530.2043078,538.0568668,505.100885,523.6951339,723.1826953,850.4331727,873.6246886,813.8460095,996.5279836,958.9212113,1009.710102,977.4743116,674.1373419,823.6765949,801.2612033,721.6272792,717.3181901,726.4888885,654.1804099,691.0419403,761.9479175,959.2289215,1090.427235,1103.195339,1155.085731,1289.79481,1454.651044,1409.106544,1384.063271,1526.832506,1483.95138,1595.989896,1608.687864,1322.936695,1357.266263,1414.586566,1531.337972,1510.797358,1519.586823,1577.471027,
Cabo Verde,CPV,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,448.3973204,433.6236673,430.9609879,418.3938755,393.5311188,405.232984,553.7823633,674.6229671,748.2543825,746.7500017,841.8054143,858.0870372,935.1061412,1251.866347,1012.263391,1184.176735,1192.329508,1139.217697,1185.58374,1317.573685,1176.707258,1208.457932,1311.21495,1693.978552,1900.889,1972.784236,2220.097291,2997.703864,3503.511499,3292.498412,3192.3921,3537.139837,3262.647058,3427.177172,3405.933447,2891.884482,2978.19942,3132.621798,3442.742003,3434.562745,2924.101807,3293.233054,
Costa Rica,CRI,GDP per capita (current US$),NY.GDP.PCAP.CD,376.9687856,351.2010859,331.1462142,341.5761929,349.9013435,369.9805597,391.211288,409.9831184,440.6006687,472.6718324,530.7063376,565.2903786,633.19966,762.0777428,809.6960522,928.5050859,1113.036426,1380.475197,1541.069635,1717.784647,2001.176738,1057.417935,1021.891835,1199.897696,1357.642778,1414.128192,1551.691775,1549.941803,1537.461223,1705.431654,1808.495959,2221.474653,2578.02567,2814.043888,3005.539686,3240.711145,3194.112988,3373.410585,3580.933885,3653.754208,3773.033793,3941.598643,4021.425361,4123.506487,4376.080428,4643.45857,5188.361792,6055.086779,6841.91146,6737.860245,8147.243985,9137.455823,9971.650902,10633.26725,10737.67888,11529.95453,11899.81326,12118.13341,12383.14997,12669.34107,12132.87688,12472.44373,
Caribbean small states,CSS,GDP per capita (current US$),NY.GDP.PCAP.CD,446.7196811,475.1918591,493.2864103,515.4249824,546.4471334,578.939126,618.4925865,654.1178174,640.5520544,687.9191937,746.0172347,799.7026445,911.4443859,985.6630274,1266.207735,1463.390286,1490.361543,1712.857021,1736.610015,1974.774841,2434.184568,2656.810455,2915.122993,2921.939236,2762.383906,2707.096167,2450.002694,2613.335616,2752.314939,2802.628536,2995.969535,2956.090908,2885.095524,3097.285057,3226.768475,3524.139763,3809.576723,4418.653778,4681.019166,4925.011734,5246.595612,5368.47197,5594.319152,5938.533748,6453.143698,7248.407343,8192.984146,9053.246476,10222.72811,8592.549497,9271.773216,9948.838931,10417.9382,10542.78615,10711.77911,10473.83445,9781.008816,10075.83072,10353.11645,10429.33204,8851.424959,10063.6913,
Cuba,CUB,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,641.8533072,766.1069507,887.2171977,1074.18706,1211.71041,1369.245073,1436.285607,1468.709342,1833.990853,2003.582846,2030.041049,2046.010188,2114.620716,2223.920891,2388.285775,2258.389142,2366.921203,2441.575942,2633.847388,2567.017064,2695.614865,2269.645578,2048.068839,2063.222123,2613.005039,2784.902605,2281.97555,2306.38394,2332.508217,2562.274105,2752.203783,2844.244437,3007.193074,3205.688398,3403.296163,3791.873006,4336.87333,4814.854876,4992.824494,5094.437562,5275.532601,6106.006792,6467.337914,6814.243844,7117.52691,7683.757891,8055.889907,8543.360968,8831.907222,9139.415856,9499.590202,,
Curacao,CUW,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19446.45657,19886.67837,19762.73962,19552.66055,19260.26985,18881.83062,18788.80728,18956.09797,19024.17715,16109.86175,17717.59648,
Cayman Islands,CYM,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87187.6509,89963.92244,89707.45309,81401.25308,76875.96182,75438.33001,75468.85344,75688.08215,76613.40655,77298.62806,78861.11927,81258.03776,85234.84272,89871.91314,83329.45877,86568.76964,
Cyprus,CYP,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,976.3342285,1157.411621,1476.271484,1929.403564,2559.259766,4232.022949,4033.240479,4122.784668,4091.048584,4258.743652,4488.287109,5642.631348,6690.578125,7645.629883,8038.914063,9641.575195,9696.099609,11310.07227,10526.1416,11617.69238,15261.41016,15139.22656,14234.24414,15092.82617,15287.91895,14388.34766,14821.44727,16093.21484,20252.23828,23792.62109,24959.25977,26729.32422,31244.92578,35397.36328,32109.24219,31105.39844,32486.42969,28993.34961,27799.11914,27245.36523,23487.125,24715.73047,26697.17188,29418.93555,29417.13867,28036.18945,31551.81641,
Czechia,CZE,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3941.503094,2896.609131,3372.86543,3956.17835,4630.551217,5824.121291,6532.837055,6034.488437,6489.703619,6337.41912,6029.038193,6637.041657,8060.868703,9818.568493,11749.85266,13430.6699,15261.79759,18466.54793,22804.57768,19861.69743,19960.06849,21871.26608,19870.80121,20133.16914,19890.91991,17829.69832,18575.23203,20636.19995,23424.48046,23664.84786,22992.87938,26821.24523,
Germany,DEU,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,2761.166833,3192.133616,3809.981445,5046.755103,5639.077621,6236.358881,6634.856899,7682.953775,9482.04285,11281.02332,12138.3081,10209.07312,9913.737642,9864.34494,9313.169412,9429.569217,13461.831,16677.51079,17931.28232,17764.37645,22303.96133,23357.75773,26438.23039,25522.62957,27076.60675,31658.34938,30485.86655,26964.04947,27289.05936,26734.94254,23694.76048,23628.32721,25197.2656,30310.3576,34106.65812,34520.23965,36353.88033,41640.08087,45612.71062,41650.36783,41572.45595,46705.8958,43855.85447,46298.92292,48023.86998,41103.25644,42136.12079,44652.58917,47939.27829,46793.68676,46772.82535,51203.55447,
Djibouti,DJI,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,850.9654836,,825.5468795,820.5767723,785.2944654,783.6958542,735.7303869,767.1062359,762.4751841,788.6244733,790.5161067,766.315697,752.7494467,740.0389531,745.2067822,742.8656972,747.7791229,749.0816325,771.3742316,813.8979436,852.8901883,907.8179438,980.0310324,1131.635726,1164.251683,1227.820853,1322.726251,1418.460858,2102.197948,2239.114538,2409.311902,2545.738799,2655.73322,2755.838293,2876.043664,2917.996281,3150.436729,
Dominica,DMA,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,635.8701922,788.2421639,756.0707851,997.6246723,1125.80748,1232.720743,1365.249159,1517.419244,1668.974984,1897.942267,2144.796555,2430.589145,2645.762672,2899.060601,3178.475332,3386.665981,3549.652676,3820.545017,3967.026809,4225.850637,4385.994541,4676.827165,4829.241889,4879.149773,4991.764173,4881.138793,5016.088237,5354.799195,5304.126097,5677.051175,6126.849496,6661.465047,7109.978253,7182.400203,7288.497948,7054.875977,7240.679119,7498.917522,7724.042411,8223.04145,7408.091301,7833.195013,8561.587011,7003.469891,7653.17187,
Denmark,DNK,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,2487.136181,2700.74629,2776.13539,3151.133161,3464.455156,3845.506089,4654.298936,6119.370222,6770.750027,7999.112667,8787.589722,9783.852022,11826.01861,13751.99895,13883.88714,12081.80105,11804.43289,11857.89214,11562.91908,12253.10021,17201.08881,21340.72786,22527.04673,21901.05475,26891.44645,27011.37746,29569.66036,27597.97523,29995.57962,35351.36546,35650.71409,32835.93994,33368.14242,33440.79481,30743.54768,30751.65435,33228.69354,40458.7774,46511.59833,48799.8256,52026.99951,58487.05497,64322.0635,58163.27688,58041.39844,61753.64713,58507.50805,61191.1937,62548.98473,53254.85637,54663.99837,57610.09818,61591.92887,59592.98069,60915.4244,68007.75667,
Dominican Republic,DOM,GDP per capita (current US$),NY.GDP.PCAP.CD,203.8797509,191.9074408,234.0419248,258.7602227,273.32472,229.5596054,246.7714549,251.8425784,255.0535031,282.6815997,331.8907091,362.2951315,420.6314721,483.346021,587.6572888,704.8336683,754.7774557,854.9928668,861.5138033,977.4143136,1174.693353,1284.789552,1374.468639,1499.964293,1845.560023,786.0317425,934.0699645,870.645582,786.3845693,957.9600927,992.2389642,1349.815273,1562.522047,1726.625479,1896.017157,2114.0906,2276.707061,2456.109618,2616.74741,2631.748551,2845.839167,2953.24112,3085.525528,2399.498091,2468.437673,3903.816238,4080.050027,4676.074963,5053.324577,5002.148442,5509.566837,5859.379217,6049.471741,6171.29557,6533.66686,6838.936594,7191.076572,7513.491343,7947.158207,8173.338007,7167.919159,8476.752157,
Algeria,DZA,GDP per capita (current US$),NY.GDP.PCAP.CD,239.0310692,209.9154769,169.9256366,225.8215618,238.8758696,253.3070067,241.0006192,261.3641164,292.026618,315.5595377,352.5309842,359.8245822,468.6208243,588.9065148,871.7418877,989.3951671,1074.411696,1223.979588,1495.209103,1829.881484,2259.75381,2291.760349,2260.343586,2359.593264,2510.024241,2617.725449,2783.441085,2829.903782,2437.364324,2235.255783,2431.553531,1749.28372,1794.621453,1825.875644,1522.825246,1466.545511,1619.533389,1634.46741,1610.301826,1602.864313,1780.375874,1754.582838,1794.811114,2117.047545,2624.795232,3131.328532,3500.135413,3971.803488,4946.564017,3898.4797,4495.920448,5473.28055,5610.730894,5519.777576,5516.230604,4197.421361,3967.199451,4134.93672,4171.795011,4022.150184,3337.252512,3690.627878,
East Asia & Pacific (excluding high income),EAP,GDP per capita (current US$),NY.GDP.PCAP.CD,90.74017458,79.92563793,72.03217445,76.08334732,85.70431579,97.36975485,103.6258533,98.01928573,96.70669494,105.6579803,114.2144994,119.5450398,132.2736219,162.6019986,180.0368489,198.5327741,198.299454,225.2329002,214.9448124,245.0655847,278.5244341,292.718818,302.1494434,311.2603128,331.986856,357.6020748,350.8235131,340.7883347,371.4451546,395.0825134,416.7695401,445.1801595,491.8853325,532.6090443,632.4064381,770.3012719,873.7306918,893.5769498,804.4432469,875.8366532,954.6574188,1007.259432,1104.741073,1238.72314,1425.597933,1637.976599,1956.726366,2454.314975,3080.630172,3316.798937,4006.365501,4860.871207,5376.041081,5882.272406,6291.464864,6501.868829,6591.282343,7149.207647,7944.551234,8169.167837,8262.479253,9771.648206,
Early-demographic dividend,EAR,GDP per capita (current US$),NY.GDP.PCAP.CD,161.5244987,158.4941465,159.2452058,164.7242361,183.9602793,194.3840614,187.3404475,192.1229161,203.0686509,221.0385153,228.1795698,241.2591207,257.5620616,321.1578708,438.422222,460.0265343,490.361172,534.9697667,579.7968956,687.920083,835.0186327,909.3998949,843.4305526,828.6406729,802.3535685,804.596283,792.0734706,779.1060235,798.8053387,795.467985,911.3206692,941.56776,1013.196783,1090.210506,1123.662704,1129.438677,1206.552863,1264.183489,1222.514292,1268.948862,1354.979261,1318.618251,1259.719449,1378.310685,1577.921557,1809.900064,2036.195976,2370.956967,2632.78124,2502.895065,2988.448105,3248.912173,3346.10889,3344.655796,3411.096711,3199.519646,3257.901212,3472.697624,3467.178198,3489.17025,3215.092925,3703.900123,
East Asia & Pacific,EAS,GDP per capita (current US$),NY.GDP.PCAP.CD,148.212315,148.4599385,149.4786479,162.824349,182.4904659,198.4477543,216.171857,228.6868284,246.0294214,276.1772556,317.3454087,343.0209723,415.7470565,535.7758368,604.5801781,649.9009514,702.726726,824.4989846,1024.327585,1095.518837,1166.772203,1266.980979,1221.930258,1279.562583,1350.022023,1403.427364,1805.21815,2085.804518,2469.399081,2532.562627,2605.908501,2899.94082,3126.502029,3451.761622,3861.097662,4331.683037,4124.721358,3898.128621,3449.913209,3814.884227,4089.051612,3769.108645,3796.53917,4141.300957,4609.603548,4881.346562,5134.817402,5695.521603,6518.964857,6661.465565,7721.630865,8890.703999,9435.961663,9468.439894,9694.448785,9586.901027,9854.946329,10452.71904,11310.49888,11482.53168,11475.46251,13041.78119,
Europe & Central Asia (excluding high income),ECA,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2419.394776,2320.551154,2467.884248,2387.650603,2180.614886,2135.478631,1829.902706,1956.323825,1973.026149,2056.22048,1903.760398,1597.065566,1788.427329,1766.92005,2024.53053,2552.668009,3380.684154,4272.277834,5231.175305,6713.529771,8288.232168,6465.365498,7789.004312,9625.51745,10208.46535,10750.45007,9890.461057,7458.335046,7044.336289,7864.645065,7994.780168,8129.886017,7441.465307,8758.938553,
Europe & Central Asia,ECS,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,1038.397469,1107.699899,1148.23501,1259.026681,1382.105447,1547.063492,1838.414232,2316.764631,2598.563579,3014.013718,3110.59009,3501.329182,4244.302972,5157.284439,5801.908945,5130.132301,4914.273093,4739.936595,4528.528575,4658.050722,6318.307693,7758.062136,8580.74165,8644.927674,10522.88867,10800.63664,11533.04947,10557.28053,11010.56377,12692.54484,12929.22751,12240.0215,12540.5341,12389.21813,11666.83285,11768.70985,12865.11955,15599.86556,18128.20228,19225.53429,20749.85046,24158.44145,26480.38994,23197.25905,23640.56194,26148.38101,25090.21598,26086.27231,26316.59931,22556.57364,22379.64835,23643.40045,25243.79473,24870.26199,23984.27873,27152.47123,
Ecuador,ECU,GDP per capita (current US$),NY.GDP.PCAP.CD,448.1148818,369.1145602,310.4450475,362.380504,432.958584,447.2346405,442.033326,451.2892925,443.2423905,518.9507499,463.7725954,433.6710043,487.628965,579.0921152,954.8751225,1088.081918,1244.727532,1468.874206,1545.823686,1789.231164,2197.86816,2611.254219,2324.829958,1950.060354,1874.382638,1853.092531,1613.697479,1433.332609,1309.143841,1360.487465,1458.326872,1589.752174,1657.85872,1701.159459,2001.178159,2113.263652,2142.328641,2349.218685,2293.655828,1582.758607,1451.530885,1904.81367,2184.209244,2438.343684,2703.565671,3014.310009,3340.840903,3579.032244,4260.433184,4240.702593,4640.246344,5202.656459,5678.455721,6050.354611,6374.631486,6130.586676,6079.088736,6246.404252,6321.349401,6233.258167,5645.19929,5965.132871,
"Egypt, Arab Rep.",EGY,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,160.5747365,166.9561122,172.9638574,178.657108,191.918574,231.2174024,242.1332786,255.971414,272.0453531,243.3132672,299.9871999,335.8463339,354.8976152,356.2506611,422.696046,495.3285356,493.0131759,600.0430521,653.9354412,697.8979337,780.5105282,802.2179694,765.6057309,644.2196325,712.914876,751.1874902,637.8975973,697.7260405,758.8296192,826.7189671,937.5431501,1031.488078,1170.804798,1239.353562,1297.57469,1398.859831,1327.096518,1144.532398,1056.937209,1016.253884,1133.105461,1332.33941,1586.472921,1941.899973,2212.218148,2509.772034,2645.622535,3059.135428,3088.890834,3196.861381,3370.382447,3331.612461,2315.896627,2407.086543,2869.576588,3398.801432,3698.834981,
Euro area,EMU,GDP per capita (current US$),NY.GDP.PCAP.CD,923.0447006,1005.249769,1107.113009,1231.552647,1357.930372,1471.179984,1591.748746,1716.87143,1830.388101,2029.043549,2238.055285,2522.33181,3026.310715,3903.885107,4402.598517,5079.414747,5277.951958,5979.396152,7291.47511,8795.164105,9806.2994,8488.391129,8194.848117,7978.51753,7640.731798,7835.273215,10969.7887,13531.63259,14833.46552,15088.26973,18903.28296,19551.2827,21471.19469,19566.83957,20594.63618,23693.83364,23912.09326,21809.20806,22380.01143,22219.26755,20215.55369,20450.57671,22213.00242,27193.00196,31004.9761,31947.66797,33794.82226,38715.44386,42353.18619,38578.92139,37605.03661,40656.44142,37594.92275,39119.97733,39913.12512,34388.81001,35164.06706,37157.11326,40045.56602,39182.54834,38159.72991,42450.15377,
Eritrea,ERI,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248.3413094,236.1301243,260.3125149,267.9446811,306.3222582,299.5731251,320.9666094,292.3522384,295.196924,305.601464,286.2975958,327.9757982,401.3745252,387.898961,420.5287398,450.4097137,459.1784027,602.0632238,504.9724602,643.7900423,,,,,,,,,,,
Spain,ESP,GDP per capita (current US$),NY.GDP.PCAP.CD,396.3922533,450.0532892,520.2061314,609.4873841,675.2416391,774.7616093,889.659872,968.3067818,950.5457406,1077.6787,1212.289326,1362.165524,1708.808629,2247.553377,2749.924663,3209.837445,3279.312671,3627.590663,4356.43922,5770.214614,6208.578019,5371.166436,5159.708645,4478.500286,4489.988939,4699.655764,6513.503286,8239.613802,9703.123838,10681.9712,13804.87679,14811.90282,16112.18892,13339.90856,13415.287,15471.96272,16109.0844,14730.79718,15394.35146,15720.6405,14749.68742,15369.00116,17106.68658,21510.83625,24907.00085,26429.15094,28389.07858,32591.35031,35510.72223,32169.50285,30532.48051,31677.90031,28322.94659,29077.18206,29513.65118,25754.36103,26537.15949,28185.32137,30379.72111,29581.51855,26959.67544,30103.51373,
Estonia,EST,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3134.389753,3380.926302,3682.952301,4093.392477,4140.936602,4070.609024,4505.858332,5341.628947,7203.523038,8914.103557,10412.64431,12639.40007,16744.58445,18204.96648,14711.73527,14663.04461,17487.80478,17403.20533,19056.00192,20261.06673,17402.03761,18295.34293,20437.76538,23165.84948,23424.48471,23595.24368,27943.70122,
Ethiopia,ETH,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,204.4985927,207.1210765,224.0839262,206.5230999,235.3385474,237.5715224,245.6676284,245.0810842,248.4326848,254.2952546,269.6147631,201.7435026,164.1650535,124.5581496,133.3411006,144.0316487,140.2698555,123.8305223,118.3331279,122.9622935,119.2618573,110.4608747,117.8601647,134.5424863,160.0767918,191.7512925,240.347972,320.8610897,373.8939587,335.4384953,348.0013483,458.5509208,490.791804,557.5341484,630.3126821,705.616305,755.7517677,758.2990596,840.4494515,918.6525941,925.077428,
European Union,EUU,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,1880.067082,2114.229197,2533.955435,3258.907598,3668.054175,4247.367206,4422.760444,4985.155346,6045.375828,7275.089669,8100.712928,7033.028006,6759.600448,6559.053911,6305.226148,6469.80347,9021.785347,11127.38869,12176.99896,12397.48078,15461.04894,15971.64723,17509.95068,15932.82028,16835.20271,19463.76658,19749.52839,18088.26843,18615.41089,18482.28841,16947.59566,17199.11868,18760.98155,22967.48785,26307.60992,27343.5635,29092.70153,33590.3808,37049.56348,33483.37862,32969.75465,35768.28989,33170.5131,34564.11568,35278.80769,30484.52789,31175.15052,33089.22846,35751.21997,35079.46915,34330.36653,38411.06278,
Fragile and conflict affected situations,FCS,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,164.3885266,179.2773974,214.0287227,212.2965138,237.5287407,284.6006865,413.0510695,453.0547498,520.4659559,559.0741719,601.4787227,742.0778873,907.6053501,1237.229757,1159.424778,966.4767858,853.7035084,851.661077,807.4820086,813.8931655,834.4406125,810.3849617,1141.781115,772.3361397,686.9203916,628.0066166,588.2734603,659.9581314,667.0858248,739.8844106,716.605291,755.0801689,858.5150261,835.8468257,802.3945005,820.3908323,1010.616254,1240.481164,1499.824688,1784.929062,2207.571757,1990.665878,2298.21375,2109.703427,2307.068559,2337.388722,2423.732741,1891.182273,1744.358329,1805.537597,1858.132956,1884.581577,1716.216385,1796.396294,
Finland,FIN,GDP per capita (current US$),NY.GDP.PCAP.CD,1179.353011,1327.427224,1411.702398,1522.319242,1707.503938,1882.086858,2010.213456,2034.18905,1907.077272,2178.03525,2465.644819,2716.190092,3177.645701,4173.173047,5297.607817,6255.544641,6739.690713,7069.105738,7628.815714,9332.245264,11223.93756,10926.81797,10938.12206,10497.48,10833.86629,11398.10595,14951.04679,18571.05993,22047.79332,23973.23948,28364.64508,25484.73929,22319.05946,17608.81239,20301.33309,26271.59981,25783.45049,24691.87281,26009.26949,26186.19001,24345.91482,24967.79252,26997.75299,32927.68029,37772.17811,39054.85044,41222.602,48476.39273,53772.79424,47481.48454,46505.30318,51148.93164,47708.06128,49892.22336,50327.24029,42801.90812,43814.02651,46412.13648,49987.62616,48629.85823,49170.75215,53654.7503,
Fiji,FJI,GDP per capita (current US$),NY.GDP.PCAP.CD,279.5344978,282.2151739,287.3693519,293.2920888,307.6195843,313.6068528,312.2243759,328.7815707,329.9602101,352.4158291,416.7253857,460.5006091,577.9158724,764.4108494,986.3920475,1188.370141,1184.016576,1200.644659,1351.409101,1621.578012,1865.654578,1870.435506,1763.930434,1619.25982,1657.841359,1568.638648,1737.311948,1560.60218,1452.146118,1530.581668,1713.189885,1763.235775,1947.492324,2073.085231,2308.746006,2487.040289,2672.43577,2597.884268,2031.042392,2351.752279,2015.881172,1964.132793,2157.076596,2680.225507,3124.607389,3406.568258,3483.597185,3793.097385,3928.921739,3184.689123,3469.165917,4160.684021,4359.77535,4586.897921,5305.190923,5105.262627,5368.42324,5825.129207,6073.336388,5968.300559,4864.117047,4646.612723,
